Label Appearances
vivaosenhordobonfim 3
bahiaépt 1
nãodesistimos 2
embolada 1
tarcusio10 1
semgolpe 4
janonestraira 2
bolsonazisnacadeia 5
cabidedeempregodopt 4
ghostsec 4
womenlifefreedom 21
corjapt 2
ptcorrupcaopura 2
lulamatoumariza 6
sobotaemladraoqueméladrao 6
negociacommarcola 2
janonesvotaembolsonaro 1
janonesvotaemjair 4
taricisio10 1
servidorpublico 9
demulherparamulher 5
flaviobolsonnaro 1
jeronimo1️⃣3️⃣governador 1
janonesputinh4 4
fuckingdeplorables 13
goblueorgohome 7
hearmeroar 13
republicanwaronwomen 13
roeisontheballot 13
stopvotingforrepublicans 14
takeyourangertothepolls 13
voteblueforsomanyreasons 21
assassinosnãopodemgovernar 2
justiçacega 2
regulacaodoestoquedealimentos 4
flordeliz 3
bolsonaroapoiacriminosos 2
ofuturoéindígena 44
lulaexandaonaprisao 1
bozosfascistas 6
bozosmentirosos 6
futurobom 13
i3rasilbelo 13
i3rasilempaz 13
viravotonaenfermagem 13
haddadgivernador13 5
neonazisbozolentos 5
porsuafamília 5
bahia_44_ 6
brasil_22_ 6
estado_ 6
salmos33_12 6
sãopaulo_10_ 6
cumprice 1
saopaulonaoelegeposte 6
ébomjairseacontumando 2
esquerdamaromba 4
marombascomlula 4
tsecumplicejanones 319
trabalhoemtempointegral22 2
eleiçõesnobrasil 8
novarepública 8
parajáspodcast 8
censuraseletivanão 2
vazadamares 1
vazazambelli 1
vamosalutafilhosdapatria 5
saopaulonãovotaemassassino 191
respeitoaoservidorpúblicoconcursado 2
tsecumplicedejanones 2
reformaadmjusta 3
definir 5
janonepresoja 1
malvino 3
forabirolino 1
ボウソナロ 3
ルラ 3
ルラ前科者 3
jpnvnzl 4
morenaesmuerte 1
nofueaccidentefuenegligencia 1
felizdiadoservidorpublico 2
corregedoria 6
pajuçara 3
bolsonaroéumcarai 1
mecabascuié13 1
essavergonhaeuncarrego 2
olhaafraudeai 1
bolsoddad 4
saopaulonaopodeparar 4
saopauloparapaulistas 4
stfnojonacional 3
chegadementiradazambelle 1
eduardoleulitegovernador 9
tiasdozapzap 6
10tarcisiogovernadorsp 1
coronaimpfung 13
pelacultura 2
nuncamaisssssss 3
janonescombolsonaro 1
tarcisionaoconfianapolicia 1
condensanones 1
diadoflamenguista 48
thesoapbox 1
bardella 11
pdvfigaro 8
mebeijafelipeneto 1
somostodestchutchones 1
diadoservidorpublico 59
confissão 4
oraporvenezuela 5
brazilvotomasivoparaluladasilva2023 3
avenirdubrésil 4
atentadofalso 12
lula14 1
olhardigital 8
ijuí 4
vamo 1
brasilsobretodo 1
diossobretodos 1
mentirosospornatureza 1
engenhariaflorestal 2
estadualdobolsonaro 14
redemovimento18 2
miliciasemspnão 5
declaramosavitoriadelula13 2
refichajesilegitimos 4
elmundonosimporta 5
janonescoagindomenores 1
compravotos 6
abominaveis 1
naosoumodinha 12
ptexcluiu 1
acabouateta 3
cunempisca 3
brasilsemveneno 16
haddadopiorprefeitopraquem 16
noisehaddad13 16
somostudolulajah 16
ptnuncamaismedeixe 1
nemtodoheróiusacapa 902
apoyosindical 1
foralulalad 1
foraptralh 1
trucho 1
catalunyaamblula 9
culturaéumdireito 1
lulaeopt13democraciaepaz 1
lgbtfobiaécrime 6
politicocorrupto 2
spnaovotaemassassino 3
amazônas 9
putler 1
lulalevaopaesnodebatedaglobo 26
bolsonaronoprimorico 1
lulalanasceumaesperanca 8
dia30votebolsonaro 6
haddadgovernado 1
miliciasaquinão 4
miserianobrasil 10
entreguetudo 5
ergaobracinhoeatravesse 5
nãoreaja 5
porreterxorcisa 5
tomevaçinasemsaberoquetemdentro 5
nabahia 33
renegociaçãofies 33
carimbadomentirosoandréjanones 1
matarcelsodaniel 1
circuitorioantigo 9
amigosecreto 59
estouavisando 1
custouquanto 2
vaiparaespanhacarlazambeli 1
bolsonaro22naglobo 2
bandeiraemcasa 1
bandeiranaporta 1
ditaduradoploretariado 19
nucaragua 19
bombafiscaldejair 3
nemtodoheroiusacapa 1670
davidbowieblackstar 1
sensata 1
marmitadeladrão 1
xuxapedófila 1
curitibano 3
financialmarketwithbolsonaro 1
mercadofinanceirocombolsonaro 1
amormaior 7
fés 4
janonesfalso 1
diadasbruxas 19
vitorguedes 12
cancelandoangelica 1
foraangelica 1
bolsonaroequadrilhademilicianosdoriodejaneiromilicosempresáriospalacianosnacadeia 1
tsecumplicedojanones 31
primorico 2
brazilianreport 2
ilovetrump 1
sextafeira13 6
anoiteprometr 3
cabaceirasdoparaguaçú 1
chô 6
eletefezsofrereletefezchorar 6
já_ir_embora 6
lascaforabolsonaro 6
madeirada 9
vá_simbora 6
mamato22 1
euautorizopaulo 1
pauliguedes 3
taecisio10 1
juventudeparaibana 4
lulafujãoteulugarenaprisao 1
elfxvergonha 4
elotarios 4
ghostfraco 4
loskkkkk 4
impeachmenpt 2
jairacaboucommamata 1
citação 41
3out2022 3
theprotocol 1
cnnprime 76
samsungteconviene 1
contraoscortes 3
anticotrupcao 1
wokisme 7
liberdadeexpressao 5
tsediretoriodopt 3
salnobolsonaro 12
comoousa 2
vocêmatouoamor 2
semdeusnemtente 1
shabatshalon 2
brasildaliberdadevota22 4
brasilpresidentevota22 4
sinlamenorduda 1
socialprogress 3
superaandrejanonesadv 1
sougaymasnaoburro 1
partidodastrevasfacçaocriminosa 1
justicebiber 3
filadoosso 10
saveamazoniarainforest 1
savetheworld 2
unitel 7
gopseditioustraitors 1
votebluetoprotectwomen 35
19cm 9
bigcock 9
blackcock 9
cockawards 9
paubonito 9
pauzudo 14
firaguedes 1
cristaoscontraofascismo 2
brasiljaevenezuela 1
bolsonarogostoso 3
mudavoto 1
infernonarcocomunista 7
mariahcarey 2
todosvotandoemlula 2
transportepúbliconodomingo 2
fav 6
observatorioelectoral 1
móvilenvivo 1
panoramainformativo 1
domingoé13lulapresidente 1
thankselonmusk 1
janonesmamateiro 1
argrntina 4
sempalavras 9
bolsonarosparasempre 2
lulaprisaoperpetua 2
amanhãseraumnovodia 2
opovodelulatácommarília 12
inmorowetrust 1
anossabandeiranaoseravermelha 3
brasileironaovotaemladrao 3
cre 5
pil 5
saguapac 7
janonesébolsonaro 21
100rouanet 2
talliavereadora 2
saocarlossp 2
vaidarforabolsonaro 1
física 1
jacomecou 2
profxicomacaíba 1
ligaprobolsonaro 1
amarobrasilénaovotarnopt 1
deusamaobrasil 1
andréjanonesbandido 4
andréjanonesdisseminadordefakenews 11
andréjanonesleitecondensadonoc 11
janonesé22 12
booster 9
vaccineadversereaction 9
vaccinedamage 9
eleitordoptébandido 7
luladrãojamais 2
omnom 2
aquiériograndesosul 2
lulaéumladrãocondenado 8
tánahoradejairjáirembora 4
bitcion 3
lightningnetwork 54
lulanemfudedo 2
respeitoaodinheiropublico 1
janonespaidafakenews 3
janonessemescrupulos 3
copaargentina 2
magalu 18
magazineluiza 8
tcl 6
tclbr 6
tclbrasil 6
ia142ffaa 4
lulavergongadobrasil 4
globo2023 59
tiktokersleaked 9
imperador 10
hadadgovernador13 3
professorando 7
desfavoráveis 32
empregados 32
jura 32
monstruosa 32
número 36
travou 32
anoitepromete 4
ministro10 2
electro 17
rave 19
roubamosmenos 17
techno 18
tranceclassic 17
lulacoroado 1
kula2022 1
famil 4
spquerhaddad13 4
tarcisiospnãotepertence 4
tarcisiovoltaprásuaárea 4
copaargentinaaxionenergy 2
arriscada 4
comenta 15
inocentadoeocrlh 1
freebird 1
broxo 1
décio13governadorsc 1
jpeleicoes 18
campeonato 5
euautorisojanones 2
vamoquevo 5
boldonarotemrazão 4
britanianuncamais 1
ail 1
saicachorro 1
warriornun 12
segundoturnopresidente 9
wiboo 15
avengersendgame 23
contraoforodesp 2
bolsonaro2⃣️2⃣️ 1
mecalexande 3
pará_é_13 3
sal 3
reincidência 7
sistemapenalbrasileiro 7
todoscontra01 2
edurardotironi 2
novasaserpresidente 7
sociosdelaparrilla 4
ptnuncanão 9
euvoulutarporbolsonaro2022 13
lulaquerdestruirapolicia 4
esquerdacriminosanunca 1
sejambemvindos 1
advertência 1
romestatute 1
votopelaciencia 4
votopelareconstrucaodobrasil 4
votopelomeioambiente 4
alanmoore 13
quadrinho 5
vforvendetta 5
watchmen 5
odesesperobateu 3
xandaocadeladopt 3
lulacorruptoladrao 1
luizpastore 7
venezianovital 7
contraessesdesmandosvoto22 2
contrafatosnaotemargumentos 2
utilizam2pesose1medida 2
votepelasmulheres 4
freeney 4
freeneymar 4
13br 1
mentirasnão 1
haddad1 11
lindner 4
unterstuezung 4
kardec 8
kardecismo 8
tsefinanciafakenews 3
bestmoments 6
governodesaopaulo 6
nrsports 1
semsigilode100anos 2
aleixanleicho 8
onhwys 8
palmira 8
saojudastadeu 13
sonheicomessareportagem 4
brasilsemdespejo 7
mstpordespejozero 10
prorrogastf 7
homicidios 5
lulajamaisserainocente 3
moraesquerqueajovempanminta 1
debatesaglobo 1
videodeparaisopolis 6
almamaishonestadobrasil 7
vingadorescomlula 101
domingo_é_22 1
eleicaonobrasil 10
uberbrasil 2
pelospobrespelopovo 3
nohate 4
nomorebolsonaro 6
stophating 4
domésticas 2
eleiçõesilegitimas 168
ptecriminoso 3
interesseiro 3
nobozos 3
fatimagalinha 1
tseptcvpccjnuntos 2
cristinaesesperanza 97
lulaamapiroca 5
luladeuocunaprisao 5
brasileirosavante 9
bombafiscaljair 2
cálice 11
bahiaseriea 3
ecbahia 3
coligacaopttsestf 4
sampaprev2não 5
sampaprevnao 4
stfativismopolitico 3
lulamamoumarcola 5
coligacaoptstftse 1
tôcombolsonaro22 1
serviçopúblico 5
diadoservidorpúblico 20
olgacurado 2
vembarba 1
brasilquenojo 7
dia30bolsonaropresidente 2
avantebrasil22 3
ptditaduraesquerdista 3
lulunão 2
avengers 111
chrisevans 10
thannos 10
great 4
idiomas 1
wong 19
janoesmantiroso 2
janoneselulamentem 2
thiagonigro 1
timeverdeeanarelo 1
seminario 3
assemble 4
atletismo 16
maniadecorrida 16
mollet 2
prece 1
familiabolsonaronaprisao 1
bolsonarodia30 1789
foraonyxmentiroso 1
negacionistagovernadornão 3
renatocasagrandees40 3
batedeira 3
britania 12
britaniar 3
pazamor 6
aminhabandeirajamaisserávermelha 9
tseaestafraudandkaseleicoes 2
mulheressemterra 5
abraçonacontorno 2
ditaduradosupremo 9
eumevingareidogenocida 4
niteroirj 10
marcosandrade 5
sou13decaboàrabo 2
intrigadaoposicão 5
bolsonaroeleito2018 2
avengersassemble 7
verdadeiramentelulapresidente 1
releasethebebianocut 1
é13ptdecaboarabo 12
éptdecaboarabo 12
vingadorespelobrasil 3
ninguémépaumandado 3
janonesassediadordemeninas 128
janoneseuquero 1
averngersassemble 8
lulapedecensuralogoditadura 1
spnãomerecetarcísio 1
articulo142puntofinal 6
cariolaadoradoradeasesinos 6
laverdadesunasola 15
libertadlibertadlibertad 6
losmediossonelcovid 14
calleymadurocae 458
direitazonanorterj 31
direitazonanorterjcombolsonaro 31
repasse 10
yoestoyconkarolcariola 19
eudefendoaeducaçao 2
vaquinhajovempan 1
vaquinhajp 1
tongolele 73
forasafados 2
prayforamerica 2
liberenasabrinabasile 1
fulano 2
eleiçõesredepb 3
pedronodebate 3
debateredepb 5
bolsonaroeuvoudestruirvocê 2
lulaliderdefsccaocriminosa 2
andersongomes 2
recordarpranaoerrar 6
diganaoaofascismo 3
cronicaenbrasil 1
cronicahd 1
captainamerica 4
clipeamanhã 4
brasildespiertayreacciona 2
ajudaluciano 1
ligajanones 4
biobío 5
la210 5
andrejanonesdiscursodeodio 4
impeachmentandrejanones 8
unfollowandrejanones 8
panelaçocontraaditaduradatoga 1
aondetemopttemsujeira 117
janonescpx 2
minhaonpiniao 2
bolsonaroreleito22 14
ptnuncamaisvaivoltaraopoder 2
andrejanonesvenenosa 4
vigadores 2
debatefinal 8
saopauloeh10 1
saopauloeh22 1
nãoàditadura 1
osvingadores 8
ladrone 4
janonesacorda 1
laisladelastentaciones6 4
jáéhoradojairjáirembora 1
votadaeaprovadaportodosospartidos 1
bolsonarocriacrise 7
féemdeussempre 3
3dmodel 4
render 4
nãovote13 5
amigodeditador 7
acusacionconstitucionalboric 29
chilavert 1
maceióvota22 18
mulhernãovotaembolsonaro 104
corrupçaodopt 3
tarciosio10 4
livedo13 11
lulaechefedequadrilha 3
comonascemheróis 1
somosheróisdanossavida 1
bolsonarocomocunamao 2
bolsonarocunamao 2
cudobozonaopassawifi 2
bagunçageral 7
foramidiamilitante 23
haddadéomelhorprasp 1
flashblackfriday 10
mamusca 10
tipotbt 10
tseshamenational 1
osvingadorescomlula 5
mackenzistascomlula 4
bolsonix22 1
bolsothanos 3
betinho 2
brasilcuentaregresiva 7
eltemadeldía 1
mamertopreocupados 3
oct29 3
nentodoheroiusacapa 18
jairbolsonaroreelected 2
policiaassassina 1
opríncipedaprivataria 25
debatepresindenciaveis 2
disfaça 30
estiver 30
fatores 30
againandagain 1
bolsonaronaglobi 1
lulanaofoiinocentadobabaca 17
haddad1⃣3⃣ 69
lulafoiinocentado 36
vote22spvote10 3
thanos 1
forabostaneto 1
iguazu 7
votecomoumsobrevivente 1
chomskydotinfo 66
unam_mx 12
partidomorenamx 88
ptnacionalmx 58
unfccc 62
bolsonaroseusdiasestaocontados 2
obarbatávoltando 1
guilhotina 710
oamigodopovo 735
paunogados 243
paunojegues 196
51imoveisemdinheiro 14
celularddobebianno 14
celularddobebiano 14
letsstarttoday 3
teneriferealzaragoza 3
twittssk 3
vtubersen 3
onegóciodejair 3
debatefinalglobo 3
janonesosegredodocelular 3
segredopaifilhobozo 3
doguinhoscomlula 1
voteonyx22 2
herowithnocape 1
janonesgump 1
leitemoçanamoça 1
lulaodescondenado 4
vaitimbórajair 2
brasilmaisfeliz 3
feborgulhodanacao 1
naocendura 2
janonese22 4
fernandomesquita 2
hambrecero 3
vãoemcanasim 1
vãoperder 1
lulachora 1
aliadosdolulaprolixo 2
debatebolsonaro 2
luegoseratarde 1
zezinhopresente 5
paznacopa 5
bolsonaropedofiloementiroso 1
mmd 6
gh22 105
lulaéculpado 18
ptdesviou242bidasaúde 18
c4bal 6
falacabal 6
senhorita20anos 6
fabiofariamentiroso 1
diadosservidorespúblicos 13
serviçopúblicodequalidade 32
eleiçãosobsuspeita 6
stenegacionista 2
ptdesgraçanacional 6
ete 4
momentofcontact 8
niac 1
sorriabeach 1
spvotemhaddadgovernador 1
itapissumape 409
salgueirope 409
sãolourençodamata 409
paraíba13 3
nomasjairbolsonaro 10
ramagem 4
chegandoahora 4
saotudovagabundos 5
stfbandidos 5
boslonaronacadeia 96
oparanáébolsonaro 1
tarcisio10bolsonaro22 11
quemtemduaspalavrasnãotemmoral 2
bobolsonaronacadeia 1
janoneseuteimploro 1
naoexisteplanetab 3
radiesse 24
bolsonaro_presidente 8
nomasmigrantes 8
corporativismo 2
pelaculturaarteeducacaolula13 3
pelademocraciavotolula13 3
pelobemdobrasillula13 5
pelocuidadonossasjovenslula13 3
verdescomlula 2
úh 1
pelaculturaeducacaovotolula13 2
pelofuturonossascriancaslula13 2
irmandade 2
matriarcado 2
bolsonarovaiserpreso 1
vemvotarvemlular 2
tribunalinternacional 4
agrediunamorada 3
tembo 3
zemaliberaobusao 1
casadevidro 4
conunicacionpolitica 1
luizatome 7
janonenodebate 1
brasilsemdespejos 16
haddad13governadorsãopaulo 1
corridadasblogueiras 2
bozoesuagentalha 2
cuuuuuupppppaaaaaaa 1
bolsonoronaglobo 17
lulatomandolapadanaglobokakaka 2
culturasemterra 6
festivaldedança 6
naoaredeglobo 1
lulapresudente 1
adiar 4
tanahoranojairembora 3
piauié13 1
vrising 3
bolsonaroassassinofdp 2
70milhõesdevotos 1
ksarosa 15
noispornois 15
volte 19
vitoriadobemé2️⃣2️⃣ 5
freedomofbrazil 2
farmtwitter 1
22bolsonaro2022 14
lulanuncamais22 4
familiaisrael 4
israelcontralucianohuck 4
brasildaliberdadeé22 4
reagebrasilvota22 4
mentirasverdaderaselregreso 7
bolsonaroreleeito 2
naopassanemsinalwifi 2
lulinhacpx 4
gonetowellington 3
roadtrip 3
anndersou 8
trj 3
assediopolitico 6
kirbyhowellbaptiste 1
telediariopy 4
haddadgovernadoresp 1
facistoide 4
herdeiro 4
nazistoide 4
sinaisfortessinais 1
badbunnychile 25
ladrãoéladrão 1
aqui_é_sãopaulofc 2
paulomachado 3
rafaprado 3
odiabovestetoga 1
soltabombajanones 2
vamosserfelozdenovo 3
vingadoresavante 3
presidantadilma 1
juntos22 1
sódependedenós 8
jornalistacnn 2
pisanacabecadaserpente 2
lulanever 11
maepreta 3
avantebrsil 1
olulanaofoiinocentado 25
lulaueuautorizo 17
anonymoussct 28
benedictcumberbatch 10
euquerovida 3
ironman 3
aluguel 10
realização 10
salão 10
trâmites 10
volneiweber 10
cearácombolsonaro22 1
másrealidad 6
gigantes 8
nãovotelula 1
caminhadas 9
coesp 9
serrano 9
tebetcretina 3
toninhodalanchonete 3
bolsonaronacomunidade 6
luladrãrrorista 7
lulaecondenado 7
narcoterrorista 7
bolsonaroheroidapatria 2
pelanacao 9
lulafujaoteulugarenaprisao 4
binancelunc 6
mulheresodestinodobrasilestáemvocê 2
soassimprateraudiencia 3
bahiapt 4
acrj 12
fecomércio 11
ladraoenacadeia 4
bolsonarosaopedrodonordeste 2
elhatillo 10
tumeremo 5
tarcisoq10 1
amanhaseraumnovodia 2
livedesmentindobozo 6
jandira 9
justiçaporzezinho 2
vereadorzezinho 2
lulanaofoinocentado 838
jpestamoajuntos 1
justicapelovereadorzezinho 2
adinet 4
olulanãofoiinocentado 2
lbarroso 3
tchaumiliciano 10
patomoro 2
naoaogarimpoilegal 1
petistajumenta 3
lgbtcomlula 15
minasgeraisélula 2
atilabrito 1
maytheforce 4
inbroxavel 7
seganharnãoassume 2
lula13pelavidapelobrasil 1897
lopret 19
boricestaloco 37
plazaam 3
operaçãogva 1
trumpisback 3
foravendilhoes 2
persistencia 23
persistência 23
positivevibes 43
fadasensata 4
bolosanadopresidentebra22 5
lulaoubolsonaro 64
lulapresidemte 64
bolsnaroreeleito2022 4
debatenaglovo 2
jejumdapatria 2
spfcantifascista 1
brasilnãoépt 104
haddadnocrime 104
sãopaulonãoépt 104
sãopauloé10 104
bolsonarocomcola 2
desrespeitocomopovo 3
lulanaoresponde 34
cadêabombajanones 1
lulavilao 3
descompensado 33
o7650fala 1
bolsodescompensado 2
deupt 17
endoidoudevez 2
jornalismoimparcial 2
luladebatefinal 3
analfabetosfuncionais 5
birguerkingvsfd 5
ehbranco 10
atretaécerta 4
averdadevindoàtona 10
vexamedolula 4
bolsonarodescompensado 61
bolsonatomentiu 2
lulapresidentenuncamais 3
lulanagloboque 3
bolsonarolresidente2023 9
vamospendurareles 1
feluznoite 13
juntossomosum 13
leveza 13
mardeamor 13
onlineactivism 13
worldwideactivism 13
votehaddadgovernadorsp 235
transposicaodosaofranciscoporlula 3
chupaboner 1
bolsonarocadeaverdade 2
mentecomorespira 2
bolsonarodescompensando 4
meuvotoélula 16
votoconscientee13 2
hablando 1
ky 8
vemmeteoro 2
seumentiroso 2
bolsonaroamassa 3
tsejácondenoueéumsafadoaloprado 1
bolsonarolati 1
luizináciolulaladrãodasilva 80
burguerkingvsfd 5
franga 5
adeusboslonaro 1
aquinhoados 4
lulamacetador 2
homemdecaráter 6
zémentirinha 6
almalavada 13
lulainocenteserapresidente 2
valoreconômico 3
agrestina 3
pegaelelula 2
bolsohitler 1
forabosolnaro 2
somonetebet 2
lulapinguçu 2
éverdadeessebilhete 10
aviao 31
aviaodafab 7
bolsonarotraficante 7
19j 2
esquerdanews 2
bolsonarodandoumasurranolula 2
lulalevandosurra 2
lulacomedia 1
fadadodeboche 9
sentalábozo 3
olulaeladrao 1
lulahumilhadonodebate 4
sambadeumanotaso 4
rançodolula 3
interditaolula 3
maceta 45
debteglobo 6
lulanaofoiinocentad 4
falaaverdade 1
ninguemquerficarpertodevoce 2
lulatácorrendo 15
lula13domingo 5
trinfador 4
cadeiapropedofilo 1
vem2023 4
luladerrete 5
ptafunda 5
bolsonamente 2
simonetebetladrona 1
morteaocomunismo 1
lulaofendeopovo 1
ficaaquirapaz 2
dgispr 5
silent 4
domingo13 3
lulalpresidente 6
domimgodeeleicões 1
lapadanobozo 1
lulatacorrendo 2
naoacensuradoxandao 1
nãocorrelula 1
tengoelcorazónzurdo 4
lulanãosabeler 1
vivaaliberdadedemocracia 2
algunsheroissaomaisburros 1
fascitasbolsonarista 1
emissorafalsa 1
shamelessglobo 1
boneradvogadodelula 1
stfideológico 7
lulamacetamenos 2
estamosferrados 5
respondepainho 1
bozomentiro 2
ligaproguedes 1
lbarrosoforadostf 5
mudaodisco 3
décimoterceirosalário 4
inconewsnyc 54
rusa 7
voadora 1
nãoqueroficarpertodevocê 7
últimodía 3
naovotenoelemento 2
saláriominímo 1
sabatinadobolsonaro 73
respeitoàconstituição 3
eunãoqueroficarpertodevocê 6
adevogado 2
lulapreocupadocomospobres 3
debatepr2 4
ipea 26
juntospelademocracia13 572
juntosvenceremosobozo 572
ninguémlargaamãodeninguém 572
porumbrasilmelhor13 572
bolsonarovoltaparaoesgoto 2
lulalmentiroso 1
bozocarademadeira 5
dorama 16
malasdedinheiro 2
vaamerdapt 2
mstcomlula 4
bolsonaroagressordemulher 17
lulumentiroso 1
cristaovotabolsonaro22 20
