Label Appearances
pgomelhorministrodaeconomia 1
ptmatoucelso 4
jeronimolixodeeducação 4
prisaonosconrruptos 4
maiscamadasdetransparenciaeleitoral 4
eoledoladrao 20
bancarioscomlula1t 13
seguimosjuntos 11
olíviodutrasenador131 3
segundoturnoparaqueénoprimeirolula 3
votoutilélulaparatiraroinutilparasita 3
rosilenedadocerto 3
babacadarepública 2
freixoavergonha 1
broxonarocorruptoeladrão 459
broxonaroracistamisoginoaporofobico 5
nãoesqueceremosbroxonaro 5
democracynowes 150
faláciasnoblat 1
bigths 8
canalconservador 8
canaldadireita 8
sistema 175
tentaculos 56
democracyday 8
diainternacionaldelademocracia 4
voltaacenadocrime 1
deussejalouvadosempre 2
charging 1
line 1
quintaresgatesdv 36
elasimeelesnão 3
culpadopt 3
bancárioscomlula1t 4
elascomopovo13545 2
jair_33milhoes_passam_fome 30
jair_matou_685mil_pessoas 5
jair_pagou_51_imoveis_r 220
lula_criou_marcha_para_jesus 5
suaderrota 2
vaiservergonhosa 2
soniaguajajara 12
guerreiracomun2 3
botons 3
bottons 3
broche 4
evavaléria13131 4
comportamentosevalores 4
licençaparagrosserias 4
plumassprinforma 12
cada 54
cores 31
entendem 31
entenderão 31
estará 31
proibir 34
dentro 61
graúna 6
henfil 7
jn24h 1
muladraonuncamais 2
bolsonaroquerliberdadeparapovo 13
bolsonarotrabalhapelopovobrasileiro 25
itapema 7
pauloopusdei 1
uyghurs 2
jb22reeleitonoprimeiroturno 4
13reais 3
pegaavisao 22
salarariominimoforte 3
victoire 16
mulheresdeluta 2
alessandromolonsenador400 10
medicascomlula 8
agrotebet 3
vozesprogressista 4
diadademocracia 35
bragantino 11
jessicafernanda1242 1
cornoscompresidentebolsonaro 5
mídiaespalhadormentira 6
tentáculos 6
verdadessecretas 84
foramolusco 20
happybirthdaytome 4
parabenspramim 5
virgiano 4
eutôfechadocomocapitão 2
ilovenice 2
jep22 2
nice06 6
mirianleitoalixo 1
maniçoba 1
luladrãonoxadrez 1
broxanteé 18
jornalgrifo 5
paviocurto 5
pirralhada 146
calendárioeleitoral 8
votopelademocracia 12
fechadocom 2
valedoparanhana 4
tarciso10sp 3
éno1turno 5
naçãonordeste 37
nordeste1️⃣3️⃣ 408
coronavirusoutbreak 1
unicapesquisacorreta 2
expoferiairánvenezuela2022 9
twittersafety 2
vacaamarela 4
brinks 1
srfnaomerepresenta 5
primevideo 1
criadopnd 1
candidataadeputadafederal 3
fláviodino400 30
carinho 15
reconhecimento 31
diagnosticocidf711 1
bolsnoro2022 3
voteesquerda 44
cironaradiometropoles 3
melhorareconomiadomundo 2
terceiravianãoexiste 1
nordestecomciro 1
processaleitaopresidente 1
porumbrasildigno 4
estatutododesarmamento 2
contrario 43
lulaeoptreconstruirobrasill 2
bolsonaropandemia 5
actualidadrt 11
incartoonistitrust 11
lajornada 137
moneroslajornada 82
ppt_celac 183
rt_com 11
rtultimahora 11
unesco 202
unicef 210
prefirociroeanavoto12 5
lucasbissoli 1
boraelmano13 1
kaliljáera 7
carolinasardá50100 5
darioberger400 5
rose 142
a1lighting 6
educationlighting 6
lb22 6
lighting 6
lightingdesign 6
lightingmag 6
officelighting 6
bolsonaro22urgente 5
cirocaiu 11
heleno 21
delegadoramagem 8
rjcombolsonaro 3
homemdeconfiança 8
felipelixoneto 10
carbonicida 1
senadormarciofranca 2
borsa 3
enflasyon 7
bolsonarohumilde 1
abrafarma 7
abrafarmafuturetrends 5
futuretrends 5
antes 21
denunciar 14
1ddrive 6
celticwoman 6
dannyboy 6
lynnhilary 6
songsfromtheheart 6
futuretends 2
jenniferlawrence 1
vogue 11
desviodeverba 3
esquerdaesquizofrênica 6
militantesjornalistas 6
ninguémderrubabolsonaro 7
folhafakenews 3
baraberto 5
bebacommoderação 5
bolsonarotrapaceiro 5
consórciofakenews 3
quintaesquadrãosdv 3
orçsecreto 9
agressao 26
cirogomes1️⃣2️⃣ 5
ivarpavan13240 120
timedevidascaixa 66
ptdefioapavio 3
querociropresidente12 1
seguimosnaluta 1
bolsonaroépsicopata 2
brotherdebanqueiro 1
brotherdeempreitera 1
marmitadeexpresidiário 1
princesadepaodequeijo 1
dignidadedapessoahumana 1
estamosemcampanhaespontanea 2
southernhemisphere 1
parliament 1
15sep 2
oeleédeladrão 1
lulabocadetrapo 1
quintaesquadraosdv 32
quintaheroisdosdv 10
ódionuncamais 4
chinahienadomundo 1
ffaaajudaopovoeprendeessemeliante 1
governadorescombolsonaro 3
sabará 385
marqueteiro 17
politiqueito 1
politiqueiro 1
respeitoaoproximo 14
bolsonarojáperdeuaseleições 3
nuncamaispresidentebolsonaronobrasil 3
dia15 55
eleédedeuspodeconfiar 8
fechadocomalavajato 1
todosvencembolsonaro 1
simone_tebet 9
últimas_notícia 6
escarnio 13
bolsonaroamamosvoce 3
4trilhoes 11
grevejá 10
seminário5gnatal 1
oakland 2
rejeição50 3
rejeição60 3
rogerfederer 55
tiktokdown 56
lula13presidentedenovo 23
boasnovas 1
lulaquaquázeidan 2
bbtvi 474
nct127_질주 6
straykids 123
เตนิว 8
haddademsaocarlos 2
bornpinkouttoday 3
drogasmatam 1
expresidiarioluladrao 1
natasha5010 1
silviiomendes44 2
ronneylustosa4425 8
detran 3
benénospaces 7
paralisaçao 5
igara 10
lindãomeuorgulho 2
pauloguedespg 2
voaabrasil 4
bolsonaroempregadasdomésticas 4
bolsonaromerendaescolar 4
vamoscompartilhargente 1
extremaimprensacorrupta 2
jaguarari 10
equipesofia 135
representação 6
retirada 6
lulaflix 7981
nomeuvotoninguemmeche 1
realizações 1
bidenharris2020 2
bozodesesperado 5
bozovagabundopiorpresidentedomundo 2
propaganda_negativa 9
agreste 35
tea 39
tarcisioaventureirodomiliciano 2
tarcisioforasteiro 13
dirceumandaemtudo 1
srdaniel 1
valeapenaserhonesto 1
brandão400 4
esquerdaunidasdv 1
lulalixoladrao 3
lulaseulugarenapreisao 3
partidojudiciario 1
deputadofederalrj 14
voltasandroka 9
ciroempernambuco 1
lulaemmg 113
lulaemmoc 28
spé10 2
bibonunesdepfederal2200 6
delegadozuccodepestadual10222 6
lasiermartinsdepfederal1901 6
sandersondepfederal2210 6
cirovaiparafora 1
spacelulaja 191
voudetebet 3
tebet2turno 5
gerdaunopalcomundo 1
alimentaçãosaudável 5
segurançaalimentar 7
coragemeafeto 4
tôcomléo 4
followseli 3
teamtogetherforever 2
bemestarbem 1
bolsonarodasrachadinhas 4
queirozdasrachadinhas 4
chegadematançaindigena 24
tiraniabrasileira 1
luulanacadeia 1
ptpoa 2
ogolpetáaí 3
reivellon 2
17dias 2
decisao 36
falta17dias 8
bolsonaronoprimeiroturno2 11
voteutil 13
artedigital 24
ilustracao 5
tôcomguesser12456 2
alejandrogiammattei 1
ega 2
voterintention 2
lulaaaa 3
cirotaxabolsonaro 4
cirotaxalula 4
psdpb 1
quemvotaemladraoehcumplice 4
camaradosdeputadosinutil 2
senadofederalinutil 2
votodesobrevivencia 1
eunaopermito 1
bandidoesperança 1
cooperativismwithlula 1
uffs 1
flaxflu 37
data7desetembro 4
datalives 4
datamotociata 4
datapingonosis 4
forabolsonaroesuafamiliciana 1
discriminacao 6
justiçaporrenatofreitas 3
eleitordocampo 2
poeiraciata 2
enfemagememluto 2
mournathon 4
thequeen 7
drluizinhofederal 1
marcosmullerestadual 1
foraveramagalhaes 3
privatizacaotvcultura 3
presidentedarepúblicafederativadobrasil 5
foraluxa 1
vozesprogressitas 2
votonecessário12 2
deputadopauloteixeira1398 1
doutora 5
lgbtqiabeauty 5
democraciaparasiempre 29
corinforma 2
corrio 2
viasexpressas 2
coalizãonegrapordireitos 4
douglasbelchior1375 70
paulistafakenão 2
zecadirceu 6
economiacriativa 19
eleicoesbr 19
governobolsonaro2022 2
decioebiacomlulapt13 1
alexandrekallil 1
marcospontes222senadorsp222 4
salesdepfederal2250 4
tomedepestadual10550 4
michelebolsonaromerepresenta 1
temosfertilizantes 1
familiacomlula 2
agoraé12 39
deuciro 1177
amorplatônico 2
mosqueteirasdolulismo 2
artistalixo 5
luladraocorruptobandido 16
cleitinhonunca 1
juntoscomsamantha 6
haddademjabotical 3
jaboticabal 3
jaboticabalcomhaddad 3
unesp 9
jairmessiasboldonaro 1
lulajáperdeu 4
cearacomlula 4
expomontes 1
gasprice 3
greenenergyfailed 3
michelleprimeiradama 6
formigas 6
formigata 6
bananina 3
tarsicio 6
alekzcards 8
regiãosul 4
eibolsonarovaiquevoucomtu 1
regiãosudeste 1
viagemapostólica 1
esquerdacomorgulho 1
naorenoveconcessaoglobo 1
ivanvalente 6
equipealexandresilveira 7
senadobandido 55
bolsonaro60porcentonoprimeiroturno 1
vaisernoprimeiroturnob22 4
atléticomineiro 25
atléticoparanaense 25
coritiba 25
figueirense 26
guarani 103
paysandu 25
pontepreta 25
apoiadoresruthvencermos 3
ruthvenceremos 31
ruthvenceremos1361 43
artistacomlula 1
juntosnareconstruçãodopaís 2
salve20desetembro 2
tiobrizavive 2
alckimimlambebolas 3
lulaladraoseulugarenapr 2
cartãocorporativobilionário 88
obrasiljaacordou 22
vddqliberta 5
cachoeirinha 11
canoas 22
caxiasdosul 122
guaiba 11
spacelulajá 295
abaixoospopulistas 8
catolicoscombolsonaro 534
períodoeleitoral 7
ptnopoder 2
filipebarros2201 11
noadividemopais 5
clarissamatias1999 8
brasildespertounaoaceitanaoperdoa 7
foraguedescoveiro 1
convençãobatistabrasileira 4
ciroverdadeirovotoutil 6
demagogiapura 6
jovensmulherescombolsonaro2022 3
pdtcomlulapelobrasil 1
molon400senador 130
euvotoporprotesto 1
senhordobonfim 12
cirogomesapoiagenocida 4
bolsonaro2⃣2⃣ 235
meuvoto 68
danielsilveira142rj 32
mitoreeleito22 11
pindobaçu 7
bosonaro 39
dia2elula13 1
maitê 3
vivabolsonaro22 5
bandidobomebandidomorto 6
elasimeelesnao 1
deucirovotanociro 2
majfabiana2210 413
podcastfalatropa 1
calada 3
tsf 57
ratinhodevoltaproesgoto 1
lulaebrandaojuntospeloma 9
lulavaisubirgasolinavaicair 1
barba13110 190
márciofrancça400 8
marcelofreixo13governadorrio 11
carlasaraiva40140 5
femelchionna5050 5
ignoram 1
ripjair 1
retirapdt 3
ls50013 4
testeglobo 1
saberoubar 5
fascistamentiroso 5
boralula 550
vamospracima 63
diadexangôvemvindo 2
kaoookabecilêê 2
osinodaigrejafazbelémbémbom 2
voltapainho 11
nossaslutasemnossovoto 3
espontânea 1
bancoestado 20
rennes 12
botaatoalhadolulanajanela 4
vivaplanalto 5
joaogomesnaposse 1
youtubesempartido 2
forabozojá 84
pisodaenfermageméconstitucional 2
luciadammert 7
lulatasemfreio 4
malhaferroviariachinesa 14
snfc 14
trembala 14
viatrolebus 14
ouigo 34
tav 42
medesculpa 1
voltaluxa 1
obrasilpertenceaosenhorjesus 40
antivacinas 2
distrito22 6
vemcomolula 6
soujovembolsonarista 2
sebolsonarodesistir 3
abaixoaditaduradatoga 16
foraministroscomunistas 2
garrone 3
jejecricri 3
bastadeatropello 2
narcorégimen 6
janonesjamais 1
antôniogonçalves 15
hucklixoestrume 1
retardados 178
saopaulograndedenovotarcisiogovernador 4
wesleyteixeira40777 1
copaintelbrasdobrasil 3
finalcopadobrasil 51
ciromurchou 6
mecontrataredeglobo 1
chupaverbamagalhães 1
capitaodopovodenovo 37
corinthiansxfluminense 5
bolsonarcorrupto 10
chimarrãomarxista 18
familiapassos 10
bela1212 3
joaopaulo13130 3
vocejalulouhoje 1
tôcomalencar1358 6
sgtoelainedepfederal 4
sgtoelainesp 4
sgtoelaine1082 11
ateofim 17
sargentoelaine1082 63
sgtelainedeputadafederal 38
constitution 42
greatmagaking 6
presidenttrump 10
ultramagacountry 6
vicepresident 15
brasilcomlula2022 1
impeachmentministrosdostf 10
lulacontinuacondenado 1
lula45 5
humbertobostapt 1
homenscomsimone15 2
brasilcampeao 2
debatediario2022 1
deusestanocontrole 19
rosângelamoro 9
nicolasferreira 137
lulanors 637
ciroeaescolhacerta 1
eleitoreticovotaciro 1
lulaitau 10
lulinhaitau 10
website 79
stafpuxadinhodopt 1
bolsoverme 3
vamosdelulanoprimeiroturno 4
dilmarainha 10
nãovaiterarrego 10
21f 6
díainternacionaldelademocracia 5
freejeanineanez 12
liberenajeanineanez 12
adjany50 4
alexandre500 5
deabtediario2022 4
equipe500 5
1_turno 2
barradatijuca 23
deputadoestadualandersonmoraes22120 17
heliobolsonaro2220 17
ipanema 19
lagoarodrigodefreitas 17
recreio 95
urca 821
spacedolulajá 5
estaremosjuntas 1
vcnãoestasozinha 1
7anos 6
lute 23
esquerdanãosomosfascistas 2
somosesquerdasomosdiferentes 2
somoshumanos 5
maythe4thbewithyou 1
ceciliano13senadorrio 7
novopeão 10
demitidodia02 1
tchucadocentrão 1
unratito 3
povobrasileiroquercomidanoprato 1
genocidasnacadeia 390
lulaniprimeiroturno 1
alianzaroja 1
queroqueoloolasefoda 2
forafamilíciabolsonaro 19
foraserdastrevas 19
espacelulajá 409
foracanhota 2
foraconheiro 2
boracomlulanoprimeiroturno 1
spacelulalá 1
bispoalessandro 7
republicanosrj10 7
pensabrasil 48
boulosinvasordepropriedades 2
forachuchutraira 2
aplicativo 67
famíliavanderleyavidaéumaaventura 11
vivendoavidaintensamente 11
demonio_jair 2
boraconquistarvotos 1
lulano1oturnojá 1
falta16dias 12
rolamiuda 1
tsevota13 5
somosresistência 3
1297glaucelima 13
nãoaviolenciacontraamulher 7
pdtaxesp 20
patriotasusa 1
cleitinho200mg 25
tarcisiogovernador10sp 41
galpazzuellodepfederalrj 4
mcibvb 15
simborade22 14
teimelulateime 4
chances 1
patriotabrasiljmb 2400
lapadab22 1
dilmainaurugoutemplosalomao 5
jairfechouigrejagoiania_matogrosso 5
lulacrioumarchaparajesus2003 5
lulatirou40milhoesmiseria 5
setedesetembro22 11
16desetembro 2
criador 47
fraudar 107
cyro 5
ptodeiaopovotrabalhador 3
twitter13 2
pressfreedom 15
naoaofimdasfarmaciaspopulares 2
libertasqueserátamem 4
블랙핑크_셧다운_컴백셔터올림 4
ciroganhaexperiencia 2
janonesajudouaqueimarolula 1
pindubaçu 7
campoformoso 31
bolsonaroteverazão 5
nodia02é22 5
adeusfascismo 3
hospitalrisoleta 1
jonas4000 4
permínio40456 4
7desetembroatéoutubro 3
jesusnacausa 8
arab 4
boulossdeputadofederal 5
edianedeputadaestagual 5
edianemaria50110 28
falsaspromessas 3
chegadepropina 3
albertoyoussefbandido 5
prerrogativas 11
crimedodocolarinhobranco 7
bichona 2
catimboseiro 2
maçonaria 1789
polska 12
blacpink 7
bolsonaroéimoral 6
nopassaran 4
vilelasenador 5
crueltyfromworldleaders 16
รักแท้ostคุณชายbyนุนิว 7
ニトリのゲーミングチェアほしい 13
loveintheway 3
euvouver 1
paulafilzek12121 6
lunccommunity 51
luncpenguins 19
terrarebels 19
luncarmy 16
olulanaoeinocente 32
queremoslulanaprisao 19
sometimientototal 2
conquisteumvotoparalula 1
realmegtneo3t 2
bolsolnarobelempa22 3
psolixo 1
juntossomoslulanoprimeiroturno 2
juntossomosmaislula 2
conomizar 57
voto1️⃣3️⃣ 57
contituição 2
invertem 13
polos 13
dani50000 2
votepsol50 16
mulheresvotanobolsonaro 3
tarcicioé10 2
queridopresidentebolsonaro 8
bolsonarosabe 1
melhorjairembora 12
estudos 23
universudadefederal 5
nãoacreditoempesquisas 5
pesquisanãoganhaeleição 5
lul4drão 1
artistasdecadentes 4
alkiminchuchu 8
lulanervoso 19
tchauciro 27
christian 57
vergonhaparaanacao 1
16sep 19
estrenodocumental 1
lulavoltaporfavor 3
dilmaretardada 4
osascosp 62
taboaodaserra 59
taboãodaserra 45
nojodopontal 1
moedas 6
gleisihoffmanmnuncamais 1
descontraído 11
lulavaisernoprimeiroturno 1
agropiaui 1
bolsonarotramontina 3
blackpinkcomeback 34
novopeao 20
quieneslamascara 98
br267 4
bolsonarobraganetto22 1
muladrao 3
energiasrenovaveis 5
potiguarescomsimone 5
ladrãodolula 1
casaverdeamarela 22
leitoaterrorista 1
somostodospelosenfermeiros 2
corinrhians 1
eleições_presidenciais_brasil 1
euvotosimone15 3
cristianedantasdeputadaestadual 1
rn22 1
aunestamosatiempo 3
comunismoeshambremuerteemiseria 2
pegaobecoladrao 2
renunciamaduro 2
pauloguedeséomelhor 2
fetrancesc 6
otransportequemoveobrasil 4
otransportequemovesc 4
pelotrc 6
sistemafetrancesc 6
lulaeoptmentesobrefome 1
lulacancrosindical 1
16dias 7
teimalula 489
trendingnews 481
zambelli2210 16
govaloprado 1
uerj 89
vestibularuerj 1
temquesernoprimeirotempo 3
euvotavanociro 3
13deoutubro 2
conexãofuturoseguro 4
capacitação 3
consolidação 3
fenacor 3
jangovive 41
nordestemeuamor 3
informática 8
lixoeletronico 8
deciogovernador13 72
tchuchucadebandido 1
abihpec 4
hppc 4
incosmeticslatinamerica 4
mudançasclimaticas 7
nossonegócioécuidar 4
margothcardoso1323 2
lagonorte 6
abrecon 2
resíduos 2
trocatudoem2022 2
voteciroeselivredobolsopetismo 1
deborahalbuquerque 13
dradeolane 13
diálogoscontábeis 1
somoscontabeis 1
estoucompco 3
ciclodedebatesseesp 1
bandidopreso 7
cadêqueiroz 20
coveirodarainha 1
alcoolismo 37
inspiracao 10
narcisistas 10
euconsigo 29
eumeamo 29
eumevalorizo 29
euposso 92
eusoufeliz 29
autoestima 38
dependencia 19
liderança 94
psicologa 19
psicologia 149
saudavel 19
soporhoje 19
valorizacaopessoal 19
vivaoagora 19
abiec 5
carnebovinadobrasil 4
exportacoes 3
pecuariabrasileira 6
pecuariasustentavel 2
match 8
relacionamento 12
haddadpostelulaladrão 1
lulaladrãoépcc 177
mentalidademarítima 3
worldcleanupday 1
confira 3
votodesobrevivência 2
elisandravitorino 5
29anossestsenat 4
antt 7
bday 6
randolfecontradpvat 2
randolfegazelinhasaltitantesenado 2
maragabrillicommaraluquet 1
16diasparacamilo 8
paraumceará3xmaisforte 6
16diasparaelmano 8
16diasparalula 13
cigarroeletrônico 1
maracommara 1
rezension 2
denisandia1540deputadofederal 9
ressentido 1
overdadeirovotoutil 2
enavancetecnológico 18
venderpetroleoenbolivares 51
miriammentirosa 12
aquideuciro 7
vemprocomício 4
mãedilma 1
lulaladaro 2
balburdia 5
congressocomlula 2
pedofiliaecrime 464
dataglobo 4
comprove 3
resumodasemana 7
voltalojassaraiavas 1
edegargovernardor13 2
destruição 154
gaucha 10
nefasta 10
publicas 10
oexpresidiárionão 16
roubociata 10
roubouciata 5
neoliberalismomata 5
incendi 3
stopbrazilsgenocide 7
castroclaudio 1
michellebolsonaronogoverno23 3
prudentópolis 4
uniaodasesquerdas 7
incendio 28
josedumont 22
somos_a_resistência 1
brasmarket 360
temcriançacomfome 225
nosdestelivredapetralhada 2
nikaragua 8
diasmulheresvirão 9
dramayra2200 1
caiuacasalula 10
flaviomente 1
lulanueinocentibabak 1
quemmandaeopovosoberano 5
haddadaquilulalá 20
haddadoficial 22
bolsonaro22reeleito1turno 4
economiaem1minuto 2
reestatizeeletrobas 1
agentedalmey1311 3
valdemardacostaneto 3
últ 7
novossenadoresnvosdeputadosfederais 1
pedro1315 1
lixopt 1
renatodefreitas13123 1
izalci 4
izalci45 12
eletrico 9
esys 9
frigorifico 9
randon 9
revista_mt 28
revistamt 35
semirreboques 9
sobratema 35
testes 9
tração 9
dramayradepfederal 1
denunciaeleitoral2022 1
foraabominável 2
foraimbrochável 7
foraimprestável 2
silas 7
povobrasilero 3
lulasadado 4
forpron 35
revistavo 2
cadeiagenocida 3
cadeialulaladrão 3
depfeddallagnolpr1919 3
senadormoropr444 3
brasilgrande 1
suldabahia 5
submergingmkt 1
vemprospace 8
bolsonarocabradapeste 1
varadeporcospetistas 1
fechadocombonsonaro 2
tarcisiogovernadorspnoprimeiroturno 1
odiaboéardiloso 6
cirocoerente 1
lula13edegarpreto13 1
mineiros 108
vamosvotar22 185
biogás 2
química 2
pazuellodeputadofederal 3
thiagogagliassodeputadoestadua 3
andresensdor133 1
bancariosluta1t 2
vot21 1
abortistanao 5
paicasarcomfilhonao 5
pedofilianao 32
jornalismobrmorreu 1
brasilelectoral 30
bolsoloidesnacadeia 3
falsosmoralistas 15
trocadilhos 11
eutbem 2
foramiriamleitão 4
pauloguesdes 9
policiaam 7
marciofrancasenadorsp 14
professoradelinofederal1315 6
ptsim 17
advogada 30
esquadrãosdv 5
sextasdv 5
ladrãonunca 1
algodao 4
colheita 13
imea 4
elenaolsim 2
datascience 66
federal2299 1
produção 7
siamfesp 5
sindicatopatronal 3
esquadrãoguará 6
doeórgãos 14
fab24hnoar 14
salvevidas 188
transplante 20
industriadoaluminio 1
premios 1
erikakokay1331 54
alagev 4
ebs20anos 4
lamec 4
lamec2022 4
profissionaisdeeventos 4
ausvnz 3
mwii 3
pippaandtoby 3
uruoca 4
avançabahia 5
camapanha 2
justasking 1
danilocabral 7
tmjunicef 1
votepelaeducação 9
semprevotei13 4
nãovotoemladrao 2
onepiece1060 14
srfcfen 6
florianópolis 120
lulaemsantacatarina 91
ekwateurcup 4
larentreedelamobilite 4
vendredilecture 6
cnu 1
fnu 1
federer 62
parkingday 4
throwbackthursday 41
éjair22oujáera 3
danilocabral40 2
tocomdanilo 2
cirorebeldiadaesperanca 9
lulaladràoépcc 3
girassoldobolsonaro 1
populisten 4
voteeduardoserra21 1
bailavinijr 272
moonahoshinova3d 4
マスク 4
musicblood 9
shared 11
lulapresa 3
40neles 42
sabatinanetv1 2
debateroraima 1
votejeronimo13 9
euvoudegraca 6
deciro 2
tamojuntodenovo 1
construcao 8
escavadeiras 8
perfuração 8
segurancadotrabalho 8
é13neles 22
trudeaublackface 1
lulaalckiminnoprimeiroturno 1
institutonaoaceitocorrupcao 6
premioinac 6
premionãoaceitocorrupção 6
empréstimos 3
13sp 2
olímpio50000 3
umdeputadosemmedo 2
olímpiorocha50000 3
energiapositiva 19
tebet2oturno 2
unidadepopolar 1
elmanoejade13 5
sachsida 1
enem2021 10
saeb2021 8
nftcommuntiy 30
merge 6
nftprojects 5
campanhapresidencialdecirogomesem2022 1
theeclipseseriesep6 5
campanhapresidencialdeluizfelipedavilaem2022 1
campanhapresidencialdesimonetebetem2022 1
campanhapresidencialdesofiamanzanoem2022 1
campanhapresidencialdesorayathronickeem2022 1
vergonhosa 12
lulasafadoordinario 4
buenviernes 101
divididosenundinamo 5
memoriaverdadyjusticia 5
derreteptralhada 1
ebolsonaroprimeiroturno 1
nasadesmenteambientalista 1
copadavis 5
elclubdelmoro 13
lanatasinfiltro 112
qatar2022 431
cantanhede 1
lbertad 2
londontime 3
overnight 3
uncategorized 4
ourmoonlight_youngjaeday 5
xiumin_theunveiling 5
dignidademenstrual 1
fernandalouback22228 1
patriaarmada 11
pedimossocorro 11
somosmaisde30milhões 11
síndromeburnout 11
auction 1
marciobinsely 6
marciobinsely12345 6
tecnoblog 1
telaviva 1
phalaphalafarmgate 3
democraciazero 3
worlds2022 392
zecaédotimedolula 1
desenvolvimentismo 14
vamosvirar 68
calama 1
é4001 12
vote200 26
cleitinho 65
5milhoesemdoisanos 1
bozociros 3
500díasdeboric 1
broxonaronacadeia 10
bolhavermelha 3
fds 17
galera13 5
petistaetudoburro 2
polll 1
unemploymentupdate 4
paranapesquisas 32
decepcionado 14
danielsilveiradenadorrj 1
chegadebandidagem 3
maricarj 6
guaidocontransparencia 5
minppalconelpueblo 5
brunalouise 3
zoofilia 20
jb22confirma 7
osistema 12
1375confirma 4
50020confirma 4
florianopeixotovieiraneto 1
soudafiel 3
olíviodutra 28
paláciopiratini 6
poções 7
criminalclass 2
investigatethis 2
bananadepijama 3
bozolândia 3
corruptostraficantesviciadosnuncamais 1
em02deoutubronembolsonaronemlula 4
lugardeladraoénaprisaolula 2
eusoujair22 5
pnad 7
billgates 17
justiceiscoming 7
narcissisticabuse 7
jb22reeleito 5
lula13gerou20milhoesemprego 10
carnenamesa 2
lugardebandidoenacadeiaoumorto 2
otlulapccnuncamais 2
mitomitomitoreeleito22 1
bolsonaroserareeleito 4
felizao 1
24brasil 1
lulaeoptobrasiltempressa 9039
foradem 11
forapv 11
cuscusclan 3
foratarcicio 1
foramoisés 3
fujadeles 3
jorginhomellonão 3
justiçaparasamueldocoletivopt 1
paulpteixera1398 1
nordestinoebolsonaro 1
serfamiliarnaoecrime 2
michelleprimeiradamadeverdade 2
seap2003 1
vemtafão 1
policarpo1313 270
arlenegraf 5
votearlene 5
amamentismocivil 6
legítimadefesa 14
porteostensivo 6
próarmas 599
lulaemsc 94
racreche 5
fatethewinxsaga 28
osanéisdepoder 19
tarcísiosp10 3
urbanização 2
achatamentodarenda 5
globoesportesp 2
derrotarbolsonaro 176
pessoasdobem 1
estaquadrilhanuncamais 1
marcelofreixogovernador40 60
senadormolonrj400 7
lala 9
castroembangu 3
povocomida 4
ldelarapio 2
brasilparaizofiscal 2
danielsilveirasenadorrj22 4
amazôniamais21 1
indústriasustentável 1
freixo40governadordorio 1
pablomarcalfederal9000 3
mercadofinaceiro 7
noracism 2
nãosebrincacomracismo 2
reginetedeputadafederal1378 128
1t 2
marbela 2
prefirociroeanapaula12 3
castronuncamais 5
freixonosbt 157
peculatobolsonaros 233
voto13defioapavio 326
culturacomlula13 3
votetime13 2
xopt 5
manoelvitorino 6
poçoes 6
choracarluxo 2
simara 1
cidadelimpa 4
slu 4
aronão 5
mineros 1
tarcísio5000 4
radar 16
radarde 8
st 8
lulaedegareolovioempoa 1
pelovotoútiljá 12
lulaedegarolivioempoa 99
vocêelinda 2
obraçodireitodocapixabanogovernofederal 5
vaivendoes 5
apoyoabolsonaro 9
ficarenato 5
renatocandidato 8
forajoaosantana 1
15deseptiembre 11
bancofalabella 28
utrnec 11
الاهلي_احد 11
coletiva 18
motociatarn 2
db1375 6
douglasbelchior 6
sextoucomdb 6
direitagracasadeus 4
bouloscaloteiro 1
lulavoltaráparacadeia 8
pró 8
samuelmalafaia 11
sostenes 28
sostenesfederal2277 5
sostenes2277 7
arenaeleicoes 1
paranácombolsonaro 4
itapiranga 1474
lulanaoéinocentebabaca 17
lulaedegaroliviopoa 22
multipolarität 25
simonetásubeindo 7
lulaedgarprettooliviodutraempoa 4
brasilurgentelulapresidente 50
aroldohistoriador65555 4
inácio6565 4
façaolimediatamente 375
temcriancacomfome 54
neusa13590 5
vozdagente 3
bolsonarosetedesetembrotododia 1
rolêlulista 1
borabilpr 2
humour 2
tenhadignidade 1
voltepraprisao 1
nuncafoicontraacorrupção 1
umaideia 8
deussalvaessanacao 8
igrejabrasileira 8
igrejacombolsonaro 8
mulherescomboldonaro 8
quaqua1313 161
souevangelicaevotoembolsonaro 2
atleticoparanaense 3
votoutilderrubaoonutil 11
99motorista 10
mobilidadeterrestre 2
movenews 2
elmanocamilula 2
leosurocate50013 2
vaisersal 6
dilmabolada 13
carlos444 2
miguel44 4
rodrigogarciasuma 269
brabas 2
admiração 9
daniel142 15
oglobopoliticafakes 2
comcirocomemprego 5
comlulasememprego 5
jépréfèrelula 1
lulaladraomaiorladraodomundo 3
diretodebrasiliajp 7
reelecto 3
globoesgotonews 2
mirianleitoa 2
deusprotejameupresida 1
familiadedireita 8
falopalavraomasnaosouladrao 511
lulaolivioedegarpoa 4
borabillsonaro 6
haddademfranca 1
pixelfun 6
votepelademocracia 103
estaçãocongresso 1
averdadeelulapresidente2022epronto 2
acordasantacatarina 2
fodamanooohhh 4
velho 25
delegadaraqueldeputadaestadual22180 3
salveosbrizolistascomlula 1
paraoamorvoltar 1
descontextualizaçao 1
narrativas 16
cirooverdadeirovotoutil 23
debatepontopoder 1
elmanonatvdiário 1
quemconfiaemrato 1
mariadorosarionohospicio 1
lulaérc 291
vota1️⃣3️⃣ 294
