id_str timestamp_ms quoted_status.id_str hashtags botscore sentiment toxicity
1547160593592946690 1657706805023 1544472846243594240 "['genocida', 'se', 'chama', 'pt', 'oprinteeterno', 'lulanuncamais', 'atuaçao']" 0.26 0 0
1547160670294138884 1657706823310  "['bdsp', 'xiaomi', 'lula13', 'rockday', 'primeiroimpacto', 'cirogames', 'bolsonaro22', 'balançogeral']" 0.13 0 0
1547160847524438017 1657706865565  "['vamosjuntospelobrasil', 'anittalulou']" 0.6866666666666665 0 0
1547160865341849602 1657706869813  "['congressolulista', 'lula13']" 0.29 -1 1
1547161149883441152 1657706937653 1546291966308192256 "['lulanuncamais', 'oprinteeterno']" 0.26 1 0
1547161329663885312 1657706980516 1547066691972222976 "['anittadefendebandido', 'esquerdacriminosa', 'lulaapoiaocrime']" 0.34 -1 1
1547161373792141313 1657706991037  "['stforganizacaocriminosa', 'eutenhovergonhadostf', 'stfvergonhanacional']" 0.03 0 0
1547161422467047424 1657707002642 1546674741376843777 "['bolsonarotemrazao', 'bolsonaroreeleitoem2022']" 0.22 0 1
1547161497838682118 1657707020612 1547083253638635522 "['anittaapoiaocrime', 'cpidoptepcc', 'esquerdacriminosa', 'bolsonaroreeleitoem2022']" 0.28 0 1
1547161759554981890 1657707083010  "['ptcc', 'ptnuncamais']" 0.46 -1 1
1547161929952665600 1657707123636 1543742336349474816 "['lulanuncamais', 'oprinteeterno']" 0.26 0 0
1547161974252998660 1657707134198 1547012055970058241 "['vamosjuntospelobrasil', 'datapovo']" 0.04 0 0
1547162006360317952 1657707141853 1543301877043019777 "['lulanuncamais', 'oprinteeterno']" 0.26 0 0
1547162215584878592 1657707191736 1543046076701237249 "['lulanuncamais', 'oprinteeterno']" 0.26 0 0
1547162290264412161 1657707209541  "['lulavergonhadobrasil', 'luladrao']" 0.53 0 1
1547162304999030784 1657707213054 1543016277291171844 "['lulanuncamais', 'oprinteeterno']" 0.26 0 0
1547162505159806976 1657707260776  "['lulaladraoseulugarenaprisao', 'bolsonaronoprimeiroturno', 'bolsonaroreeleitoem2022', 'lulaladrao']" 0.24 0 0
1547162514781360128 1657707263070 1538206120443056128 "['sarcasm', 'lulavergonhadobrasil', 'lulanacadeia', 'oprinteeterno', 'lulanuncamais', 'fakenews']" 0.26 -1 1
1547162518027751424 1657707263844 1546968772887584768 "['envolver', 'lulistas', 'petistas', 'brasil', 'lula13', 'anittashack', 'sdv']" 0.09 0 0
1547162621450850306 1657707288502 1547012055970058241 "['lulanoprimeiroturno', 'vamosjuntospelobrasil']" 0.46 0 0
1547162639767404544 1657707292869  "['lulavergonhadobrasil', 'luladrao']" 0.53 0 1
1547162675779608580 1657707301455 1538239267092238337 "['sarcasm', 'lulavergonhadobrasil', 'lenda', 'oprinteeterno', 'lulanuncamais']" 0.26 1 0
1547162704732897281 1657707308358 1546968772887584768 "['envolver', 'lulistas', 'petistas', 'brasil', 'lula13', 'anittashack', 'sdv']" 0.09 0 0
1547162857376194562 1657707344751 1546968236180267008 "['record', 'globolixo', 'stfnaomerepresenta', 'globonewsdocumentario', 'maisvoce', 'sbt', 'jn', 'jornalnacional', 'stforganizacaocriminosa', 'fantastico']" 0.41 0 0
1547163029887918083 1657707385881  "['lulavergonhadobrasil', 'luladrao']" 0.53 0 1
1547163117045547010 1657707406661  "['lulanoprimeiroturno', 'lula2022', 'lulapresidente13']" 0.31 1 0
1547163333849190401 1657707458351 1537102492374384640 "['sarcasm', 'lulanuncamais', 'oprinteeterno', 'lulavergonhadobrasil']" 0.26 -1 0
1547163936532770816 1657707602042  "['lulanacadeia', 'cpidoptepcc', 'quemmandoumatarbolsonaro', 'anittaapoiaocrime', 'quemmandoumatarcelsodaniel', 'lulaapoiaocrime']" 0.08 -1 0
1547164063549067264 1657707632325  "['anittashack', 'envolver', 'lula13']" 0.09 -1 0
1547164077612343296 1657707635678  "['vamosjuntospelobrasil', 'anittalulou']" 0.04 0 0
1547164106062528517 1657707642461 1546968772887584768 "['petistas', 'lulistas', 'envolver', 'brasil', 'lula13', 'anittashack', 'sdv']" 0.09 0 0
1547164165286019072 1657707656581  "['vamosjuntospelobrasil', 'lulavidaelutabrasileira']" 0.6866666666666665 0 1
1547164233581854720 1657707672864  "['lulaapoiacrime', 'cpidoptepcc', 'ptnuncamais']" 0.31 0 1
1547164241576300544 1657707674770 1546858164657725440 "['bolsonaroreeleito2022', 'bolsonaroreeleitonoprimeiroturno']" 0.57 -1 0
1547164380390998016 1657707707866  "['lulainrio', 'lulaeleitonoprimeiroturno', 'lulanoprimeiroturno', 'lulaeoptunindoobrasil', 'lula2022', 'esquerdasegueesquerda']" 0.24 1 0
